Date,AAPL,CVX,EL,GS,HLI,JNJ,JPM,KO,MCD,META,MRK,PLTR,ULTA,UNH,XOM
2024-07-23,223.0775909423828,141.47047424316406,96.37413787841797,472.52655029296875,140.5321502685547,143.94615173339844,202.75839233398438,61.37600326538086,242.34075927734375,485.43133544921875,116.42537689208984,28.809999465942383,389.2900085449219,530.2199096679688,106.203369140625
2024-07-24,216.66317749023438,142.37022399902344,96.21987915039062,467.2939147949219,138.7632293701172,147.6593475341797,201.08103942871094,62.17911148071289,241.69207763671875,458.1942138671875,117.86689758300781,26.600000381469727,369.6099853515625,535.0469970703125,107.70169067382812
2024-07-25,215.6221923828125,144.63792419433594,96.31627655029297,472.1041259765625,142.28163146972656,150.83399963378906,201.1581573486328,62.424766540527344,239.87013244628906,450.38665771484375,117.80137634277344,26.6299991607666,363.29998779296875,534.9800415039062,109.9678955078125
2024-07-26,216.088134765625,144.91334533691406,97.10687255859375,479.13226318359375,145.78060913085938,151.77880859375,204.5996551513672,63.3507080078125,240.3852081298828,462.5946960449219,117.24911499023438,27.18000030517578,369.4599914550781,544.5770874023438,109.87425994873047
2024-07-29,216.36575317382812,143.77490234375,97.11650848388672,473.0738220214844,143.62289428710938,149.8135528564453,203.25967407226562,63.14284133911133,249.37109375,462.6045837402344,119.60794830322266,27.079999923706055,366.6099853515625,541.7380981445312,108.72242736816406
2024-07-30,216.9209442138672,146.5016632080078,95.87278747558594,485.50750732421875,144.48793029785156,152.43077087402344,207.4434356689453,63.94594192504883,254.15968322753906,460.1014099121094,107.87928771972656,26.3700008392334,367.5299987792969,550.8953247070312,110.66088104248047
2024-07-31,220.1727752685547,147.3279571533203,96.03666687011719,488.7335205078125,146.03330993652344,149.14273071289062,205.13949584960938,63.057796478271484,253.1676025390625,471.663818359375,105.8948745727539,26.889999389648438,364.8900146484375,550.7327270507812,111.05419921875
2024-08-01,216.4846954345703,140.12086486816406,93.6360092163086,480.17877197265625,143.37017822265625,151.89219665527344,200.4737091064453,64.21048736572266,256.36322021484375,494.4210205078125,106.54074096679688,26.079999923706055,349.95001220703125,547.492431640625,109.51840209960938
2024-08-02,217.97183227539062,136.38418579101562,92.0741195678711,451.874267578125,141.46519470214844,155.0857696533203,191.97122192382812,65.5049057006836,263.9372863769531,484.885009765625,107.83248901367188,24.739999771118164,341.010009765625,563.7996215820312,109.4528579711914
2024-08-05,207.47279357910156,132.81275939941406,88.89250946044922,440.71759033203125,140.63905334472656,152.3551483154297,187.88385009765625,64.34275817871094,256.0770568847656,472.557861328125,105.12731170654297,24.09000015258789,327.2799987792969,544.8064575195312,107.47693634033203
2024-08-06,205.45030212402344,131.49986267089844,90.02053833007812,451.47100830078125,142.18441772460938,150.20095825195312,193.12802124023438,64.29552459716797,257.6128234863281,490.7953186035156,104.04151153564453,26.59000015258789,326.4200134277344,543.2674560546875,106.90570831298828
